汉字,拼音,英文释义,等级,词频,category
丙,bǐng,丙,6,2,hsk6
党,dǎng,党,6,2,hsk6
哄,hǒng,哄,6,2,hsk6
吼,hǒu,吼,6,2,hsk6
拣,jiǎn,拣,6,2,hsk6
桨,jiǎng,桨,6,2,hsk6
井,jǐng,井,6,2,hsk6
卷,juǎn,卷,6,2,hsk6
啃,kěn,啃,6,2,hsk6
孔,kǒng,孔,6,2,hsk6
搂,lǒu,搂,6,2,hsk6
捧,pěng,捧,6,2,hsk6
撇,piē,撇,6,2,hsk6
犬,quǎn,犬,6,2,hsk6
染,rǎn,染,6,2,hsk6
嚷,rǎng,嚷,6,2,hsk6
耍,shuǎ,耍,6,2,hsk6
耸,sǒng,耸,6,2,hsk6
塔,tǎ,塔,6,2,hsk6
舔,tiǎn,舔,6,2,hsk6
咋,zǎ,咋,6,2,hsk6
宰,zǎi,宰,6,2,hsk6
攒,zǎn,攒,6,2,hsk6
眨,zhǎ,眨,6,2,hsk6
拄,zhǔ,拄,6,2,hsk6
磅,bàng,磅,6,2,hsk6
蹦,bèng,蹦,6,2,hsk6
臂,bì,臂,6,2,hsk6
岔,chà,岔,6,2,hsk6
秤,chèng,秤,6,2,hsk6
串,chuàn,串,6,2,hsk6
刺,cì,刺,6,2,hsk6
窜,cuàn,窜,6,2,hsk6
瞪,dèng,瞪,6,2,hsk6
垫,diàn,垫,6,2,hsk6
吊,diào,吊,6,2,hsk6
栋,dòng,栋,6,2,hsk6
肺,fèi,肺,6,2,hsk6
副,fù,副,6,2,hsk6
钙,gài,钙,6,2,hsk6
罐,guàn,罐,6,2,hsk6
跪,guì,跪,6,2,hsk6
晃,huǎng,晃,6,2,hsk6
剑,jiàn,剑,6,2,hsk6
溅,jiàn,溅,6,2,hsk6
扣,kòu,扣,6,2,hsk6
挎,kuà,挎,6,2,hsk6
跨,kuà,跨,6,2,hsk6
愣,lèng,愣,6,2,hsk6
粒,lì,粒,6,2,hsk6
晾,liàng,晾,6,2,hsk6
迈,mài,迈,6,2,hsk6
哦,ó,哦,6,2,hsk6
畔,pàn,畔,6,2,hsk6
铺,pù,铺,6,2,hsk6
翘,qiào,翘,6,2,hsk6
哨,shào,哨,6,2,hsk6
束,shù,束,6,2,hsk6
竖,shù,竖,6,2,hsk6
馅儿,xiànér,馅儿,6,2,hsk6
巷,xiàng,巷,6,2,hsk6
屑,xiè,屑,6,2,hsk6
绣,xiù,绣,6,2,hsk6
亦,yì,亦,6,2,hsk6
翼,yì,翼,6,2,hsk6
玉,yù,玉,6,2,hsk6
愈,yù,愈,6,2,hsk6
熨,yùn,熨,6,2,hsk6
拽,zhuāi,拽,6,2,hsk6
幢,chuáng,幢,6,2,hsk6
坠,zhuì,坠,6,2,hsk6
揍,zòu,揍,6,2,hsk6
啦,la5,啦,6,2,hsk6
嘛,ma5,嘛,6,2,hsk6
哇,wa5,哇,6,2,hsk6
凹凸,āotū,凹凸,6,2,hsk6
颁发,bānfā,颁发,6,2,hsk6
包装,bāozhuāng,包装,6,2,hsk6
悲哀,bēiāi,悲哀,6,2,hsk6
奔波,bēnbō,奔波,6,2,hsk6
边疆,biānjiāng,边疆,6,2,hsk6
编织,biānzhī,编织,6,2,hsk6
波涛,bōtāo,波涛,6,2,hsk6
剥削,bōxuē,剥削,6,2,hsk6
冲击,chōngjī,冲击,6,2,hsk6
冲突,chōngtū,冲突,6,2,hsk6
充当,chōngdāng,充当,6,2,hsk6
出身,chūshēn,出身,6,2,hsk6
炊烟,chuīyān,炊烟,6,2,hsk6
磋商,cuōshāng,磋商,6,2,hsk6
当初,dāngchū,当初,6,2,hsk6
堆积,duījī,堆积,6,2,hsk6
发呆,fādāi,发呆,6,2,hsk6
方针,fāngzhēn,方针,6,2,hsk6
丰收,fēngshōu,丰收,6,2,hsk6
风光,fēngguāng,风光,6,2,hsk6
高超,gāochāo,高超,6,2,hsk6
高峰,gāofēng,高峰,6,2,hsk6
跟踪,gēnzōng,跟踪,6,2,hsk6
更新,gēngxīn,更新,6,2,hsk6
公关,gōngguān,公关,6,2,hsk6
攻击,gōngjī,攻击,6,2,hsk6
官方,guānfāng,官方,6,2,hsk6
观光,guānguāng,观光,6,2,hsk6
光辉,guānghuī,光辉,6,2,hsk6
规章,guīzhāng,规章,6,2,hsk6
基金,jījīn,基金,6,2,hsk6
基因,jīyīn,基因,6,2,hsk6
激发,jīfā,激发,6,2,hsk6
加工,jiāgōng,加工,6,2,hsk6
尖端,jiānduān,尖端,6,2,hsk6
监督,jiāndū,监督,6,2,hsk6
将军,jiāngjūn,将军,6,2,hsk6
交叉,jiāochā,交叉,6,2,hsk6
精通,jīngtōng,精通,6,2,hsk6
精心,jīngxīn,精心,6,2,hsk6
纠纷,jiūfēn,纠纷,6,2,hsk6
鞠躬,jūgōng,鞠躬,6,2,hsk6
开支,kāizhī,开支,6,2,hsk6
刊登,kāndēng,刊登,6,2,hsk6
空虚,kōngxū,空虚,6,2,hsk6
攀登,pāndēng,攀登,6,2,hsk6
批发,pīfā,批发,6,2,hsk6
偏差,piānchā,偏差,6,2,hsk6
偏偏,piānpiān,偏偏,6,2,hsk6
倾听,qīngtīng,倾听,6,2,hsk6
清晰,qīngxī,清晰,6,2,hsk6
清真,qīngzhēn,清真,6,2,hsk6
区分,qūfēn,区分,6,2,hsk6
刹车,shāchē,刹车,6,2,hsk6
商标,shāngbiāo,商标,6,2,hsk6
生机,shēngjī,生机,6,2,hsk6
生疏,shēngshū,生疏,6,2,hsk6
失踪,shīzōng,失踪,6,2,hsk6
施加,shījiā,施加,6,2,hsk6
收缩,shōusuō,收缩,6,2,hsk6
贪污,tānwū,贪污,6,2,hsk6
天生,tiānshēng,天生,6,2,hsk6
通缉,tōngjī,通缉,6,2,hsk6
推翻,tuīfān,推翻,6,2,hsk6
推销,tuīxiāo,推销,6,2,hsk6
歪曲,wāiqū,歪曲,6,2,hsk6
危机,wēijī,危机,6,2,hsk6
威风,wēifēng,威风,6,2,hsk6
微观,wēiguān,微观,6,2,hsk6
乌黑,wūhēi,乌黑,6,2,hsk6
牺牲,xīshēng,牺牲,6,2,hsk6
须知,xūzhī,须知,6,2,hsk6
压缩,yāsuō,压缩,6,2,hsk6
依托,yītuō,依托,6,2,hsk6
优先,yōuxiān,优先,6,2,hsk6
遭殃,zāoyāng,遭殃,6,2,hsk6
增添,zēngtiān,增添,6,2,hsk6
沾光,zhānguāng,沾光,6,2,hsk6
招标,zhāobiāo,招标,6,2,hsk6
招收,zhāoshōu,招收,6,2,hsk6
珍稀,zhēnxī,珍稀,6,2,hsk6
珍珠,zhēnzhū,珍珠,6,2,hsk6
争端,zhēngduān,争端,6,2,hsk6
征收,zhēngshōu,征收,6,2,hsk6
蒸发,zhēngfā,蒸发,6,2,hsk6
支撑,zhīchēng,支撑,6,2,hsk6
支出,zhīchū,支出,6,2,hsk6
中央,zhōngyāng,中央,6,2,hsk6
终究,zhōngjiū,终究,6,2,hsk6
终身,zhōngshēn,终身,6,2,hsk6
衷心,zhōngxīn,衷心,6,2,hsk6
周边,zhōubiān,周边,6,2,hsk6
周期,zhōuqī,周期,6,2,hsk6
追究,zhuījiū,追究,6,2,hsk6
资深,zīshēn,资深,6,2,hsk6
安宁,ānníng,安宁,6,2,hsk6
安详,ānxiáng,安详,6,2,hsk6
包围,bāowéi,包围,6,2,hsk6
奔驰,bēnchí,奔驰,6,2,hsk6
边缘,biānyuán,边缘,6,2,hsk6
标题,biāotí,标题,6,2,hsk6
濒临,bīnlín,濒临,6,2,hsk6
冰雹,bīngbáo,冰雹,6,2,hsk6
参谋,cānmóu,参谋,6,2,hsk6
苍白,cāngbái,苍白,6,2,hsk6
操劳,cāoláo,操劳,6,2,hsk6
差别,chābié,差别,6,2,hsk6
充实,chōngshí,充实,6,2,hsk6
充足,chōngzú,充足,6,2,hsk6
出神,chūshén,出神,6,2,hsk6
吹牛,chuīniú,吹牛,6,2,hsk6
摧残,cuīcán,摧残,6,2,hsk6
当前,dāngqián,当前,6,2,hsk6
丢人,diūrén,丢人,6,2,hsk6
发财,fācái,发财,6,2,hsk6
发觉,fājué,发觉,6,2,hsk6
发行,fāxíng,发行,6,2,hsk6
发炎,fāyán,发炎,6,2,hsk6
发扬,fāyáng,发扬,6,2,hsk6
方言,fāngyán,方言,6,2,hsk6
方圆,fāngyuán,方圆,6,2,hsk6
飞翔,fēixiáng,飞翔,6,2,hsk6
分红,fēnhóng,分红,6,2,hsk6
分明,fēnmíng,分明,6,2,hsk6
分歧,fēnqí,分歧,6,2,hsk6
夫人,fūrén,夫人,6,2,hsk6
高潮,gāocháo,高潮,6,2,hsk6
高明,gāomíng,高明,6,2,hsk6
根源,gēnyuán,根源,6,2,hsk6
跟前,gēnqián,跟前,6,2,hsk6
跟随,gēnsuí,跟随,6,2,hsk6
公民,gōngmín,公民,6,2,hsk6
公然,gōngrán,公然,6,2,hsk6
功劳,gōngláo,功劳,6,2,hsk6
勾结,gōujié,勾结,6,2,hsk6
孤独,gūdú,孤独,6,2,hsk6
关怀,guānhuái,关怀,6,2,hsk6
光芒,guāngmáng,光芒,6,2,hsk6
光荣,guāngróng,光荣,6,2,hsk6
归还,guīhuán,归还,6,2,hsk6
规格,guīgé,规格,6,2,hsk6
荒凉,huāngliáng,荒凉,6,2,hsk6
辉煌,huīhuáng,辉煌,6,2,hsk6
昏迷,hūnmí,昏迷,6,2,hsk6
激情,jīqíng,激情,6,2,hsk6
夹杂,jiāzá,夹杂,6,2,hsk6
佳肴,jiāyáo,佳肴,6,2,hsk6
家常,jiācháng,家常,6,2,hsk6
坚实,jiānshí,坚实,6,2,hsk6
艰难,jiānnán,艰难,6,2,hsk6
焦急,jiāojí,焦急,6,2,hsk6
阶层,jiēcéng,阶层,6,2,hsk6
接连,jiēlián,接连,6,2,hsk6
金融,jīnróng,金融,6,2,hsk6
惊奇,jīngqí,惊奇,6,2,hsk6
精华,jīnghuá,精华,6,2,hsk6
拘留,jūliú,拘留,6,2,hsk6
居民,jūmín,居民,6,2,hsk6
开除,kāichú,开除,6,2,hsk6
开明,kāimíng,开明,6,2,hsk6
宽容,kuānróng,宽容,6,2,hsk6
漂浮,piāofú,漂浮,6,2,hsk6
飘扬,piāoyáng,飘扬,6,2,hsk6
拼搏,pīnbó,拼搏,6,2,hsk6
凄凉,qīliáng,凄凉,6,2,hsk6
倾斜,qīngxié,倾斜,6,2,hsk6
清晨,qīngchén,清晨,6,2,hsk6
清除,qīngchú,清除,6,2,hsk6
清洁,qīngjié,清洁,6,2,hsk6
丘陵,qiūlíng,丘陵,6,2,hsk6
曲折,qūzhé,曲折,6,2,hsk6
驱逐,qūzhú,驱逐,6,2,hsk6
屈服,qūfú,屈服,6,2,hsk6
缺席,quēxí,缺席,6,2,hsk6
呻吟,shēnyín,呻吟,6,2,hsk6
深沉,shēnchén,深沉,6,2,hsk6
生存,shēngcún,生存,6,2,hsk6
声明,shēngmíng,声明,6,2,hsk6
收藏,shōucáng,收藏,6,2,hsk6
书籍,shūjí,书籍,6,2,hsk6
思维,sīwéi,思维,6,2,hsk6
贪婪,tānlán,贪婪,6,2,hsk6
天才,tiāncái,天才,6,2,hsk6
天堂,tiāntáng,天堂,6,2,hsk6
天文,tiānwén,天文,6,2,hsk6
通俗,tōngsú,通俗,6,2,hsk6
拖延,tuōyán,拖延,6,2,hsk6
脱离,tuōlí,脱离,6,2,hsk6
挖掘,wājué,挖掘,6,2,hsk6
温和,wēnhé,温和,6,2,hsk6
夕阳,xīyáng,夕阳,6,2,hsk6
先前,xiānqián,先前,6,2,hsk6
纤维,xiānwéi,纤维,6,2,hsk6
鲜明,xiānmíng,鲜明,6,2,hsk6
消除,xiāochú,消除,6,2,hsk6
消毒,xiāodú,消毒,6,2,hsk6
消防,xiāofáng,消防,6,2,hsk6
心得,xīndé,心得,6,2,hsk6
心灵,xīnlíng,心灵,6,2,hsk6
心疼,xīnténg,心疼,6,2,hsk6
辛勤,xīnqín,辛勤,6,2,hsk6
新郎,xīnláng,新郎,6,2,hsk6
新娘,xīnniáng,新娘,6,2,hsk6
兴隆,xīnglóng,兴隆,6,2,hsk6
胸怀,xiōnghuái,胸怀,6,2,hsk6
胸膛,xiōngtáng,胸膛,6,2,hsk6
虚荣,xūróng,虚荣,6,2,hsk6
需求,xūqiú,需求,6,2,hsk6
宣扬,xuānyáng,宣扬,6,2,hsk6
喧哗,xuānhuá,喧哗,6,2,hsk6
熏陶,xūntáo,熏陶,6,2,hsk6
一流,yìliú,一流,6,2,hsk6
阴谋,yīnmóu,阴谋,6,2,hsk6
英明,yīngmíng,英明,6,2,hsk6
婴儿,yīngér,婴儿,6,2,hsk6
庸俗,yōngsú,庸俗,6,2,hsk6
栽培,zāipéi,栽培,6,2,hsk6
章程,zhāngchéng,章程,6,2,hsk6
斟酌,zhēnzhuó,斟酌,6,2,hsk6
争夺,zhēngduó,争夺,6,2,hsk6
征服,zhēngfú,征服,6,2,hsk6
挣扎,zhēngzhá,挣扎,6,2,hsk6
支流,zhīliú,支流,6,2,hsk6
支援,zhīyuán,支援,6,2,hsk6
知觉,zhījué,知觉,6,2,hsk6
脂肪,zhīfáng,脂肪,6,2,hsk6
忠诚,zhōngchéng,忠诚,6,2,hsk6
忠实,zhōngshí,忠实,6,2,hsk6
周年,zhōunián,周年,6,2,hsk6
周折,zhōuzhé,周折,6,2,hsk6
专长,zhuāncháng,专长,6,2,hsk6
专程,zhuānchéng,专程,6,2,hsk6
专题,zhuāntí,专题,6,2,hsk6
庄严,zhuāngyán,庄严,6,2,hsk6
钻研,zuānyán,钻研,6,2,hsk6
尊严,zūnyán,尊严,6,2,hsk6
遵循,zūnxún,遵循,6,2,hsk6
卑鄙,bēibǐ,卑鄙,6,2,hsk6
悲惨,bēicǎn,悲惨,6,2,hsk6
标本,biāoběn,标本,6,2,hsk6
播种,bōzhǒng,播种,6,2,hsk6
吃苦,chīkǔ,吃苦,6,2,hsk6
吹捧,chuīpěng,吹捧,6,2,hsk6
粗鲁,cūlǔ,粗鲁,6,2,hsk6
担保,dānbǎo,担保,6,2,hsk6
当场,dāngchǎng,当场,6,2,hsk6
当选,dāngxuǎn,当选,6,2,hsk6
颠簸,diānbǒ,颠簸,6,2,hsk6
颠倒,diāndǎo,颠倒,6,2,hsk6
叮嘱,dīngzhǔ,叮嘱,6,2,hsk6
非法,fēifǎ,非法,6,2,hsk6
分解,fēnjiě,分解,6,2,hsk6
丰满,fēngmǎn,丰满,6,2,hsk6
封锁,fēngsuǒ,封锁,6,2,hsk6
敷衍,fūyǎn,敷衍,6,2,hsk6
干扰,gānrǎo,干扰,6,2,hsk6
纲领,gānglǐng,纲领,6,2,hsk6
高涨,gāozhǎng,高涨,6,2,hsk6
供给,gōngjǐ,供给,6,2,hsk6
姑且,gūqiě,姑且,6,2,hsk6
光彩,guāngcǎi,光彩,6,2,hsk6
花蕾,huālěi,花蕾,6,2,hsk6
家属,jiāshǔ,家属,6,2,hsk6
焦点,jiāodiǎn,焦点,6,2,hsk6
经纬,jīngwěi,经纬,6,2,hsk6
精简,jīngjiǎn,精简,6,2,hsk6
君子,jūnzǐ,君子,6,2,hsk6
开采,kāicǎi,开采,6,2,hsk6
开朗,kāilǎng,开朗,6,2,hsk6
开展,kāizhǎn,开展,6,2,hsk6
慷慨,kāngkǎi,慷慨,6,2,hsk6
空想,kōngxiǎng,空想,6,2,hsk6
枯萎,kūwěi,枯萎,6,2,hsk6
亏损,kuīsǔn,亏损,6,2,hsk6
摸索,mōsuǒ,摸索,6,2,hsk6
殴打,ōudǎ,殴打,6,2,hsk6
迁徙,qiānxǐ,迁徙,6,2,hsk6
牵扯,qiānchě,牵扯,6,2,hsk6
签署,qiānshǔ,签署,6,2,hsk6
清理,qīnglǐ,清理,6,2,hsk6
清醒,qīngxǐng,清醒,6,2,hsk6
缺口,quēkǒu,缺口,6,2,hsk6
撒谎,sāhuǎng,撒谎,6,2,hsk6
骚扰,sāorǎo,骚扰,6,2,hsk6
筛选,shāixuǎn,筛选,6,2,hsk6
奢侈,shēchǐ,奢侈,6,2,hsk6
生理,shēnglǐ,生理,6,2,hsk6
尸体,shītǐ,尸体,6,2,hsk6
施展,shīzhǎn,施展,6,2,hsk6
书法,shūfǎ,书法,6,2,hsk6
疏远,shūyuǎn,疏远,6,2,hsk6
衰老,shuāilǎo,衰老,6,2,hsk6
司法,sīfǎ,司法,6,2,hsk6
思索,sīsuǒ,思索,6,2,hsk6
苏醒,sūxǐng,苏醒,6,2,hsk6
推理,tuīlǐ,推理,6,2,hsk6
掀起,xiānqǐ,掀起,6,2,hsk6
相等,xiāngděng,相等,6,2,hsk6
销毁,xiāohuǐ,销毁,6,2,hsk6
潇洒,xiāosǎ,潇洒,6,2,hsk6
心眼儿,xīnyǎnér,心眼儿,6,2,hsk6
新颖,xīnyǐng,新颖,6,2,hsk6
薪水,xīnshuǐ,薪水,6,2,hsk6
凶手,xiōngshǒu,凶手,6,2,hsk6
汹涌,xiōngyǒng,汹涌,6,2,hsk6
修养,xiūyǎng,修养,6,2,hsk6
羞耻,xiūchǐ,羞耻,6,2,hsk6
虚假,xūjiǎ,虚假,6,2,hsk6
虚伪,xūwěi,虚伪,6,2,hsk6
音响,yīnxiǎng,音响,6,2,hsk6
英勇,yīngyǒng,英勇,6,2,hsk6
拥有,yōngyǒu,拥有,6,2,hsk6
瞻仰,zhānyǎng,瞻仰,6,2,hsk6
遮挡,zhēdǎng,遮挡,6,2,hsk6
真理,zhēnlǐ,真理,6,2,hsk6
终点,zhōngdiǎn,终点,6,2,hsk6
终止,zhōngzhǐ,终止,6,2,hsk6
周转,zhōuzhuǎn,周转,6,2,hsk6
资本,zīběn,资本,6,2,hsk6
资产,zīchǎn,资产,6,2,hsk6
宗旨,zōngzhǐ,宗旨,6,2,hsk6
安置,ānzhì,安置,6,2,hsk6
颁布,bānbù,颁布,6,2,hsk6
包庇,bāobì,包庇,6,2,hsk6
崩溃,bēngkuì,崩溃,6,2,hsk6
逼迫,bīpò,逼迫,6,2,hsk6
边界,biānjiè,边界,6,2,hsk6
边境,biānjìng,边境,6,2,hsk6
鞭策,biāncè,鞭策,6,2,hsk6
标记,biāojì,标记,6,2,hsk6
波浪,bōlàng,波浪,6,2,hsk6
参照,cānzhào,参照,6,2,hsk6
仓促,cāngcù,仓促,6,2,hsk6
仓库,cāngkù,仓库,6,2,hsk6
操练,cāoliàn,操练,6,2,hsk6
操纵,cāozòng,操纵,6,2,hsk6
操作,cāozuò,操作,6,2,hsk6
插座,chāzuò,插座,6,2,hsk6
昌盛,chāngshèng,昌盛,6,2,hsk6
钞票,chāopiào,钞票,6,2,hsk6
超越,chāoyuè,超越,6,2,hsk6
称号,chēnghào,称号,6,2,hsk6
吃力,chīlì,吃力,6,2,hsk6
冲动,chōngdòng,冲动,6,2,hsk6
充沛,chōngpèi,充沛,6,2,hsk6
出路,chūlù,出路,6,2,hsk6
出卖,chūmài,出卖,6,2,hsk6
初步,chūbù,初步,6,2,hsk6
穿越,chuānyuè,穿越,6,2,hsk6
搭档,dādàng,搭档,6,2,hsk6
搭配,dāpèi,搭配,6,2,hsk6
当代,dāngdài,当代,6,2,hsk6
当面,dāngmiàn,当面,6,2,hsk6
登陆,dēnglù,登陆,6,2,hsk6
登录,dēnglù,登录,6,2,hsk6
堤坝,dībà,堤坝,6,2,hsk6
雕刻,diāokè,雕刻,6,2,hsk6
雕塑,diāosù,雕塑,6,2,hsk6
督促,dūcù,督促,6,2,hsk6
端正,duānzhèng,端正,6,2,hsk6
恩怨,ēnyuàn,恩怨,6,2,hsk6
发布,fābù,发布,6,2,hsk6
发动,fādòng,发动,6,2,hsk6
发射,fāshè,发射,6,2,hsk6
发誓,fāshì,发誓,6,2,hsk6
发育,fāyù,发育,6,2,hsk6
方位,fāngwèi,方位,6,2,hsk6
飞跃,fēiyuè,飞跃,6,2,hsk6
分辨,fēnbiàn,分辨,6,2,hsk6
分裂,fēnliè,分裂,6,2,hsk6
分泌,fēnmì,分泌,6,2,hsk6
分散,fēnsàn,分散,6,2,hsk6
吩咐,fēnfù,吩咐,6,2,hsk6
丰盛,fēngshèng,丰盛,6,2,hsk6
风暴,fēngbào,风暴,6,2,hsk6
风度,fēngdù,风度,6,2,hsk6
风气,fēngqì,风气,6,2,hsk6
风趣,fēngqù,风趣,6,2,hsk6
风味,fēngwèi,风味,6,2,hsk6
封闭,fēngbì,封闭,6,2,hsk6
封建,fēngjiàn,封建,6,2,hsk6
锋利,fēnglì,锋利,6,2,hsk6
夫妇,fūfù,夫妇,6,2,hsk6
干旱,gānhàn,干旱,6,2,hsk6
干涉,gānshè,干涉,6,2,hsk6
干预,gānyù,干预,6,2,hsk6
尴尬,gāngà,尴尬,6,2,hsk6
高尚,gāoshàng,高尚,6,2,hsk6
歌颂,gēsòng,歌颂,6,2,hsk6
更正,gēngzhèng,更正,6,2,hsk6
耕地,gēngdì,耕地,6,2,hsk6
公告,gōnggào,公告,6,2,hsk6
公认,gōngrèn,公认,6,2,hsk6
公式,gōngshì,公式,6,2,hsk6
公务,gōngwù,公务,6,2,hsk6
公正,gōngzhèng,公正,6,2,hsk6
公证,gōngzhèng,公证,6,2,hsk6
功效,gōngxiào,功效,6,2,hsk6
攻克,gōngkè,攻克,6,2,hsk6
宫殿,gōngdiàn,宫殿,6,2,hsk6
恭敬,gōngjìng,恭敬,6,2,hsk6
孤立,gūlì,孤立,6,2,hsk6
辜负,gūfù,辜负,6,2,hsk6
关照,guānzhào,关照,6,2,hsk6
规范,guīfàn,规范,6,2,hsk6
规划,guīhuà,规划,6,2,hsk6
轰动,hōngdòng,轰动,6,2,hsk6
呼唤,hūhuàn,呼唤,6,2,hsk6
呼啸,hūxiào,呼啸,6,2,hsk6
呼吁,hūyù,呼吁,6,2,hsk6
忽略,hūlüè,忽略,6,2,hsk6
花瓣,huābàn,花瓣,6,2,hsk6
欢乐,huānlè,欢乐,6,2,hsk6
荒谬,huāngmiù,荒谬,6,2,hsk6
挥霍,huīhuò,挥霍,6,2,hsk6
讥笑,jīxiào,讥笑,6,2,hsk6
饥饿,jīè,饥饿,6,2,hsk6
机动,jīdòng,机动,6,2,hsk6
机构,jīgòu,机构,6,2,hsk6
机密,jīmì,机密,6,2,hsk6
机械,jīxiè,机械,6,2,hsk6
机遇,jīyù,机遇,6,2,hsk6
机智,jīzhì,机智,6,2,hsk6
基地,jīdì,基地,6,2,hsk6
激励,jīlì,激励,6,2,hsk6
加剧,jiājù,加剧,6,2,hsk6
尖锐,jiānruì,尖锐,6,2,hsk6
坚定,jiāndìng,坚定,6,2,hsk6
坚韧,jiānrèn,坚韧,6,2,hsk6
坚硬,jiānyìng,坚硬,6,2,hsk6
监视,jiānshì,监视,6,2,hsk6
监狱,jiānyù,监狱,6,2,hsk6
坚固,jiāngù,坚固,6,2,hsk6
将近,jiāngjìn,将近,6,2,hsk6
僵硬,jiāngyìng,僵硬,6,2,hsk6
交代,jiāodài,交代,6,2,hsk6
交涉,jiāoshè,交涉,6,2,hsk6
交易,jiāoyì,交易,6,2,hsk6
娇气,jiāoqì,娇气,6,2,hsk6
揭露,jiēlù,揭露,6,2,hsk6
经费,jīngfèi,经费,6,2,hsk6
惊动,jīngdòng,惊动,6,2,hsk6
惊讶,jīngyà,惊讶,6,2,hsk6
精密,jīngmì,精密,6,2,hsk6
精确,jīngquè,精确,6,2,hsk6
精致,jīngzhì,精致,6,2,hsk6
纠正,jiūzhèng,纠正,6,2,hsk6
拘束,jūshù,拘束,6,2,hsk6
居住,jūzhù,居住,6,2,hsk6
军队,jūnduì,军队,6,2,hsk6
开阔,kāikuò,开阔,6,2,hsk6
开辟,kāipì,开辟,6,2,hsk6
开拓,kāituò,开拓,6,2,hsk6
刊物,kānwù,刊物,6,2,hsk6
勘探,kāntàn,勘探,6,2,hsk6
科目,kēmù,科目,6,2,hsk6
空洞,kōngdòng,空洞,6,2,hsk6
枯燥,kūzào,枯燥,6,2,hsk6
哭泣,kūqì,哭泣,6,2,hsk6
亏待,kuīdài,亏待,6,2,hsk6
抛弃,pāoqì,抛弃,6,2,hsk6
烹饪,pēngrèn,烹饪,6,2,hsk6
批判,pīpàn,批判,6,2,hsk6
偏见,piānjiàn,偏见,6,2,hsk6
偏僻,piānpì,偏僻,6,2,hsk6
拼命,pīnmìng,拼命,6,2,hsk6
期望,qīwàng,期望,6,2,hsk6
期限,qīxiàn,期限,6,2,hsk6
欺骗,qīpiàn,欺骗,6,2,hsk6
迁就,qiānjiù,迁就,6,2,hsk6
牵制,qiānzhì,牵制,6,2,hsk6
谦逊,qiānxùn,谦逊,6,2,hsk6
钦佩,qīnpèi,钦佩,6,2,hsk6
侵犯,qīnfàn,侵犯,6,2,hsk6
侵略,qīnlüè,侵略,6,2,hsk6
亲密,qīnmì,亲密,6,2,hsk6
亲热,qīnrè,亲热,6,2,hsk6
倾向,qīngxiàng,倾向,6,2,hsk6
清澈,qīngchè,清澈,6,2,hsk6
区域,qūyù,区域,6,2,hsk6
圈套,quāntào,圈套,6,2,hsk6
缺陷,quēxiàn,缺陷,6,2,hsk6
山脉,shānmài,山脉,6,2,hsk6
申报,shēnbào,申报,6,2,hsk6
绅士,shēnshì,绅士,6,2,hsk6
深奥,shēnào,深奥,6,2,hsk6
生态,shēngtài,生态,6,2,hsk6
生物,shēngwù,生物,6,2,hsk6
生肖,shēngxiào,生肖,6,2,hsk6
生效,shēngxiào,生效,6,2,hsk6
生锈,shēngxiù,生锈,6,2,hsk6
生育,shēngyù,生育,6,2,hsk6
声势,shēngshì,声势,6,2,hsk6
声誉,shēngyù,声誉,6,2,hsk6
牲畜,shēngchù,牲畜,6,2,hsk6
失事,shīshì,失事,6,2,hsk6
失误,shīwù,失误,6,2,hsk6
师范,shīfàn,师范,6,2,hsk6
收益,shōuyì,收益,6,2,hsk6
书面,shūmiàn,书面,6,2,hsk6
舒畅,shūchàng,舒畅,6,2,hsk6
衰退,shuāituì,衰退,6,2,hsk6
司令,sīlìng,司令,6,2,hsk6
私自,sīzì,私自,6,2,hsk6
思念,sīniàn,思念,6,2,hsk6
瘫痪,tānhuàn,瘫痪,6,2,hsk6
天赋,tiānfù,天赋,6,2,hsk6
通讯,tōngxùn,通讯,6,2,hsk6
通用,tōngyòng,通用,6,2,hsk6
突破,tūpò,突破,6,2,hsk6
推测,tuīcè,推测,6,2,hsk6
推论,tuīlùn,推论,6,2,hsk6
托运,tuōyùn,托运,6,2,hsk6
威力,wēilì,威力,6,2,hsk6
威望,wēiwàng,威望,6,2,hsk6
威信,wēixìn,威信,6,2,hsk6
温带,wēndài,温带,6,2,hsk6
污蔑,wūmiè,污蔑,6,2,hsk6
诬陷,wūxiàn,诬陷,6,2,hsk6
昔日,xīrì,昔日,6,2,hsk6
熄灭,xīmiè,熄灭,6,2,hsk6
膝盖,xīgài,膝盖,6,2,hsk6
先进,xiānjìn,先进,6,2,hsk6
乡镇,xiāngzhèn,乡镇,6,2,hsk6
相差,xiāngchà,相差,6,2,hsk6
相应,xiāngyìng,相应,6,2,hsk6
镶嵌,xiāngqiàn,镶嵌,6,2,hsk6
消耗,xiāohào,消耗,6,2,hsk6
消灭,xiāomiè,消灭,6,2,hsk6
心态,xīntài,心态,6,2,hsk6
心血,xīnxuè,心血,6,2,hsk6
欣慰,xīnwèi,欣慰,6,2,hsk6
兴旺,xīngwàng,兴旺,6,2,hsk6
凶恶,xiōngè,凶恶,6,2,hsk6
修复,xiūfù,修复,6,2,hsk6
修建,xiūjiàn,修建,6,2,hsk6
宣誓,xuānshì,宣誓,6,2,hsk6
削弱,xuēruò,削弱,6,2,hsk6
压迫,yāpò,压迫,6,2,hsk6
压抑,yāyì,压抑,6,2,hsk6
